id_empleado,nombre,dni,email,salario,sucursal_id,cargo,tipo_evento,fecha_evento
E01468,Carmen Garcia,70250008,carmen.garcia@electrocasa.pe,2576.89,S38,Asesor de ventas,TRANSFERENCIA,2026-02-04
E01334,Gabriela Fernandez,63154296,gabriela.fernandez@electrocasa.pe,2759.78,S05,Vendedor,ALTA,2026-05-10
E01961,Milagros Diaz,25416562,milagros.diaz@electrocasa.pe,1220.21,S23,Gerente de tienda,ALTA,2026-01-28
E01684,Pilar Huaman,72962415,pilar.huaman@electrocasa.pe,2188.51,S37,Vendedor,ALTA,2026-02-01
E01885,Hugo Castillo,11502986,hugo.castillo@electrocasa.pe,2865.62,S28,Cajero,Alta,2026-01-02
E01950,Jose Martinez,16434171,jose.martinez@electrocasa.pe,4286.72,S01,Asesor de ventas,BAJA,2026-05-15
E00180,Hugo Ramos,78476849,hugo.ramos@electrocasa.pe,1851.05,S15,Vendedor,alta,2026-04-12
E01831,Oscar Perez,39277421,oscar.perez@electrocasa.pe,4379.58,S38,Gerente de tienda,Alta,2026-02-24
E00152,Maria Aguilar,50317931,maria.aguilar@electrocasa.pe,4647.02,S16,Supervisor de tienda,CAMBIO_SALARIO,2026-04-12
E01072,Pilar Perez,11707445,pilar.perez@electrocasa.pe,1729.77,S17,Vendedor,CAMBIO_SALARIO,2026-02-28
E01286,Ricardo Gonzalez,21194201,ricardo.gonzalez@electrocasa.pe,4301.22,S40,Cajero,ALTA,2026-07-20
E00130,Cecilia Flores,16406943,cecilia.flores@electrocasa.pe,1620.29,S27,Vendedor,Alta,2026-01-01
E00168,Patricia Gonzalez,11067045,patricia.gonzalez@electrocasa.pe,2009.11,S02,Asesor de ventas,baja,2026-05-22
E00176,Diana Castillo,64487811,diana.castillo@electrocasa.pe,4267.91,S26,Vendedor,Cambio Salario,2026-01-05
E00994,Gabriela Ortiz,,gabriela.ortiz@electrocasa.pe,3989.9,S15,Supervisor de tienda,Alta,2026-07-16
E01433,Elena Diaz,,elena.diaz@electrocasa.pe,3118.81,S36,Gerente de tienda,alta,2026-02-15
E01432,Hugo Perez,32666534,hugo.perez@electrocasa.pe,3487.77,S04,Supervisor de tienda,Alta,2026-02-11
E00429,Ana Martinez,63422371,ana.martinez@electrocasa.pe,3280.17,S07,Vendedor,transferencia,2026-06-21
E00111,Elena Mendoza,70011909,elena.mendoza@electrocasa.pe,4236.82,S22,Encargado de almacen,CAMBIO_SALARIO,2026-05-15
E01597,Vanessa Rojas,69962538,vanessa.rojas@electrocasa.pe,1998.72,S12,Asesor de ventas,alta,2026-01-27
E01997,Raul Torres,43599450,raul.torres@electrocasa.pe,1999.57,S33,Cajero,transferencia,2026-05-09
E00938,Gabriela Medina,29420797,gabriela.medina@electrocasa.pe,4325.72,S07,Gerente de tienda,ALTA,2026-04-28
E00572,Manuel Chavez,66197981,manuel.chavez@electrocasa.pe,1337.51,S11,Encargado de almacen,Alta,2026-07-13
E00219,Jorge Sanchez,16026188,jorge.sanchez@electrocasa.pe,3943.11,S25,Gerente de tienda,CAMBIO_SALARIO,2026-03-14
E00357,Oscar Rivera,75616070,oscar.rivera@electrocasa.pe,1248.06,S32,Gerente de tienda,ALTA,2026-04-25
E00819,Juan Lopez,56534600,juan.lopez@electrocasa.pe,2556.56,S16,Encargado de almacen,Alta,2026-03-19
E01258,Elena Aguilar,28596845,elena.aguilar@electrocasa.pe,2603.74,S10,Asesor de ventas,alta,2026-02-01
E00611,Vanessa Rodriguez,57696551,vanessa.rodriguez@electrocasa.pe,1680.6,S34,Vendedor,alta,2026-01-26
E01909,Elena Gonzalez,60492680,elena.gonzalez@electrocasa.pe,1725.5,S22,Gerente de tienda,alta,2026-05-08
E00571,Rosa Aguilar,12891655,rosa.aguilar@electrocasa.pe,2506.04,S26,Asesor de ventas,ALTA,2026-03-11
E00612,Elena Cruz,45439059,elena.cruz@electrocasa.pe,1531.03,S24,Vendedor,alta,2026-08-27
E01538,Patricia Mendoza,17480037,patricia.mendoza@electrocasa.pe,4302.6,S07,Vendedor,CAMBIO_SALARIO,2026-05-07
E01419,Hugo Rojas,22156828,hugo.rojas@electrocasa.pe,4158.15,S39,Cajero,alta,2026-02-03
E01378,Jose Lopez,23454731,jose.lopez@electrocasa.pe,2718.04,S16,Vendedor,Alta,2026-06-12
E00751,Miguel Ramos,70854898,miguel.ramos@electrocasa.pe,4098.1,S34,Cajero,Alta,2026-02-06
E01436,Fernando Ramos,35557706,fernando.ramos@electrocasa.pe,4483.75,S32,Supervisor de tienda,baja,2026-02-08
E01152,Raul Flores,40403856,raul.flores@electrocasa.pe,1359.65,S35,Gerente de tienda,cambio salario,2026-02-10
E00735,Ricardo Vargas,69782384,ricardo.vargas@electrocasa.pe,2777.58,S35,Asesor de ventas,alta,2026-04-25
E00661,Gabriela Aguilar,38921977,gabriela.aguilar@electrocasa.pe,1411.0,S03,Supervisor de tienda,ALTA,2026-05-27
E00952,Gabriela Salazar,23786994,gabriela.salazar@electrocasa.pe,4146.99,S08,Vendedor,Alta,2026-05-15
E00680,Karina Salazar,35430773,karina.salazar@electrocasa.pe,3498.06,S10,Vendedor,ALTA,2026-06-26
E00554,Victor Vargas,59883000,victor.vargas@electrocasa.pe,2955.93,S36,Asesor de ventas,transferencia,2026-06-05
E00441,Alberto Diaz,50489219,alberto.diaz@electrocasa.pe,2264.18,S16,Cajero,baja,2026-03-14
E01301,Miguel Vargas,71518166,miguel.vargas@electrocasa.pe,1879.23,S08,Supervisor de tienda,ALTA,2026-05-20
E00406,Pilar Sanchez,42235466,pilar.sanchez@electrocasa.pe,4235.15,S19,Gerente de tienda,transferencia,2026-04-23
E01972,Patricia Flores,78630741,patricia.flores@electrocasa.pe,1444.14,S05,Cajero,BAJA,2026-04-19
E00808,Ricardo Martinez,69973038,ricardo.martinez@electrocasa.pe,1482.21,S06,Vendedor,Alta,2026-08-15
E01892,Victor Romero,74324265,victor.romero@electrocasa.pe,2883.66,S17,Gerente de tienda,Transferencia,2026-01-20
E01063,Ana Perez,28377263,ana.perez@electrocasa.pe,1302.88,S04,Vendedor,TRANSFERENCIA,2026-04-23
E01076,Maria Perez,59336326,maria.perez@electrocasa.pe,1273.27,S21,Vendedor,ALTA,2026-07-06
E01525,Gabriela Cruz,15197634,gabriela.cruz@electrocasa.pe,1675.95,S10,Supervisor de tienda,cambio_salario,2026-08-03
E00893,Miguel Ortiz,26241364,miguel.ortiz@electrocasa.pe,2267.73,S12,Encargado de almacen,BAJA,2026-08-18
E01720,Milagros Rodriguez,,milagros.rodriguez@electrocasa.pe,2217.2,S29,Gerente de tienda,ALTA,2026-05-26
E01840,Miguel Ramos,38736705,miguel.ramos@electrocasa.pe,3559.8,S11,Vendedor,ALTA,2026-05-22
E01056,Cecilia Ortiz,21708572,cecilia.ortiz@electrocasa.pe,2529.66,S14,Cajero,alta,2026-03-27
E00816,Gabriela Rivera,35751273,gabriela.rivera@electrocasa.pe,3519.37,S10,Gerente de tienda,Alta,2026-07-11
E01525,Gabriela Cruz,15197634,gabriela.cruz@electrocasa.pe,1404.9,S10,Supervisor de tienda,alta,2026-07-08
E00705,Lucia Perez,66613595,lucia.perez@electrocasa.pe,2571.68,S14,Supervisor de tienda,transferencia,2026-07-27
E00251,Victor Gonzalez,34297700,victor.gonzalez@electrocasa.pe,3062.86,S18,Gerente de tienda,Alta,2026-02-23
E00602,Oscar Rojas,43198970,oscar.rojas@electrocasa.pe,5207.73,S22,Cajero,cambio_salario,2026-05-17
E01050,Pedro Chavez,14646487,pedro.chavez@electrocasa.pe,3569.55,S27,Vendedor,Transferencia,2026-02-14
E01686,Pedro Huaman,23213004,pedro.huaman@electrocasa.pe,1988.64,S16,Supervisor de tienda,alta,2026-06-20
E01813,Pedro Aguilar,47884908,pedro.aguilar@electrocasa.pe,2570.33,S24,Cajero,CAMBIO_SALARIO,2026-04-06
E00469,Gabriela Torres,32747310,gabriela.torres@electrocasa.pe,1456.77,S09,Vendedor,Cambio Salario,2026-04-24
E00701,Carlos Quispe,58115779,carlos.quispe@electrocasa.pe,2441.01,S28,Cajero,transferencia,2026-05-05
E00580,Karina Gonzalez,24380855,karina.gonzalez@electrocasa.pe,3974.97,S21,Encargado de almacen,alta,2026-02-24
E00426,Cecilia Quispe,76423663,cecilia.quispe@electrocasa.pe,1857.23,S08,Vendedor,ALTA,2026-08-22
E01581,Luis Quispe,12251335,luis.quispe@electrocasa.pe,3005.77,S09,Vendedor,Alta,2026-02-19
E00849,Ricardo Gonzalez,16757062,ricardo.gonzalez@electrocasa.pe,3569.82,S12,Cajero,TRANSFERENCIA,2026-01-24
E00647,Ricardo Cruz,21089461,ricardo.cruz@electrocasa.pe,4356.53,S23,Cajero,CAMBIO_SALARIO,2026-04-27
E00071,Hugo Cruz,38594197,hugo.cruz@electrocasa.pe,3632.26,S15,Cajero,CAMBIO_SALARIO,2026-06-01
E01441,Ricardo Vargas,26426777,ricardo.vargas@electrocasa.pe,2935.13,S20,Supervisor de tienda,alta,2026-08-10
E01463,Lucia Cruz,29173512,lucia.cruz@electrocasa.pe,1833.84,S29,Cajero,transferencia,2026-01-07
E01415,Manuel Gonzalez,70283052,manuel.gonzalez@electrocasa.pe,3827.18,S20,Cajero,Alta,2026-04-06
E00419,Victor Castillo,71325864,victor.castillo@electrocasa.pe,3995.81,S13,Supervisor de tienda,Baja,2026-01-08
E01982,Fernando Chavez,34743198,fernando.chavez@electrocasa.pe,2125.82,S01,Asesor de ventas,Cambio Salario,2026-01-07
E00873,Karina Vargas,74134205,karina.vargas@electrocasa.pe,2443.58,S10,Encargado de almacen,CAMBIO_SALARIO,2026-01-16
E01932,Jorge Mendoza,36859761,jorge.mendoza@electrocasa.pe,3806.1,S07,Supervisor de tienda,ALTA,2026-03-21
E01580,Fernando Perez,54516736,fernando.perez@electrocasa.pe,3263.64,S02,Cajero,Alta,2026-01-27
E00101,Gabriela Huaman,38815795,gabriela.huaman@electrocasa.pe,2262.21,S34,Cajero,ALTA,2026-08-24
E01146,Ana Sanchez,25603264,ana.sanchez@electrocasa.pe,1617.71,S29,Cajero,TRANSFERENCIA,2026-06-06
E01651,Pedro Castillo,64373615,pedro.castillo@electrocasa.pe,1202.31,S23,Vendedor,Alta,2026-04-03
E00445,Vanessa Sanchez,68171366,vanessa.sanchez@electrocasa.pe,1551.53,S25,Vendedor,Transferencia,2026-06-22
E01189,Milagros Chavez,77339708,milagros.chavez@electrocasa.pe,2512.0,S16,Supervisor de tienda,Alta,2026-07-16
E00269,Oscar Quispe,24897256,oscar.quispe@electrocasa.pe,2517.35,S01,Vendedor,ALTA,2026-06-06
E00527,Maria Cruz,43482083,maria.cruz@electrocasa.pe,3327.64,S01,Asesor de ventas,BAJA,2026-02-04
E00190,Carlos Romero,38546432,carlos.romero@electrocasa.pe,3543.41,S27,Vendedor,Alta,2026-06-11
E01188,Cecilia Vargas,33487401,cecilia.vargas@electrocasa.pe,4413.26,S33,Encargado de almacen,Cambio Salario,2026-08-20
E00115,Alberto Diaz,24125259,alberto.diaz@electrocasa.pe,2685.88,S31,Asesor de ventas,alta,2026-06-07
E00919,Fernando Fernandez,42961611,fernando.fernandez@electrocasa.pe,4994.47,S18,Vendedor,Cambio Salario,2026-04-20
E01901,Diana Martinez,68462773,diana.martinez@electrocasa.pe,1647.11,S25,Vendedor,cambio_salario,2026-07-05
E01709,Sandra Chavez,31190082,sandra.chavez@electrocasa.pe,1803.46,S03,Gerente de tienda,ALTA,2026-03-13
E00295,Alberto Medina,79440588,alberto.medina@electrocasa.pe,4051.76,S07,Gerente de tienda,TRANSFERENCIA,2026-04-28
E00159,Vanessa Cruz,62006327,vanessa.cruz@electrocasa.pe,2059.29,S37,Encargado de almacen,cambio_salario,2026-01-17
E00876,Manuel Rojas,33741259,manuel.rojas@electrocasa.pe,4433.91,S39,Gerente de tienda,Baja,2026-05-18
E01259,Manuel Lopez,64223264,manuel.lopez@electrocasa.pe,3717.78,S26,Encargado de almacen,Baja,2026-08-14
E01635,Hugo Huaman,12425254,hugo.huaman@electrocasa.pe,2123.44,S22,Vendedor,cambio salario,2026-01-21
E01820,Alberto Aguilar,43435300,alberto.aguilar@electrocasa.pe,4376.57,S40,Asesor de ventas,Transferencia,2026-06-15
E00500,Jose Sanchez,43374047,jose.sanchez@electrocasa.pe,2607.01,S20,Encargado de almacen,Alta,2026-03-03
E01157,Ana Romero,56369580,ana.romero@electrocasa.pe,1723.09,S09,Cajero,transferencia,2026-02-04
E00812,Maria Cruz,46282502,maria.cruz@electrocasa.pe,1498.39,S38,Supervisor de tienda,transferencia,2026-07-19
E00023,Pilar Torres,77226425,pilar.torres@electrocasa.pe,3120.14,S15,Gerente de tienda,Baja,2026-03-14
E00761,Gabriela Quispe,19627670,gabriela.quispe@electrocasa.pe,2918.03,S06,Vendedor,Alta,2026-01-28
E01809,Jose Chavez,66210378,jose.chavez@electrocasa.pe,3817.28,S10,Vendedor,alta,2026-08-25
E00367,Pedro Sanchez,76157670,pedro.sanchez@electrocasa.pe,3927.6,S28,Encargado de almacen,alta,2026-02-19
E00401,Carlos Gonzalez,34883593,carlos.gonzalez@electrocasa.pe,5689.25,S31,Vendedor,cambio salario,2026-06-20
E01123,Elena Romero,28032693,elena.romero@electrocasa.pe,4139.35,S17,Gerente de tienda,transferencia,2026-03-20
E00656,Fernando Huaman,70891339,fernando.huaman@electrocasa.pe,1654.2,S28,Gerente de tienda,Baja,2026-02-22
E00949,Pilar Fernandez,49055839,pilar.fernandez@electrocasa.pe,2245.4,S04,Encargado de almacen,Alta,2026-02-24
E01835,Karina Salazar,50237938,karina.salazar@electrocasa.pe,1431.04,S28,Asesor de ventas,alta,2026-01-21
E01240,Ricardo Garcia,75153609,ricardo.garcia@electrocasa.pe,1541.56,S19,Cajero,Transferencia,2026-03-14
E00276,Gabriela Quispe,45862227,gabriela.quispe@electrocasa.pe,2652.3,S24,Vendedor,Alta,2026-05-10
E00237,Luis Romero,67683865,luis.romero@electrocasa.pe,1275.1,S22,Supervisor de tienda,transferencia,2026-08-01
E00870,Elena Martinez,23630015,elena.martinez@electrocasa.pe,4458.85,S25,Gerente de tienda,alta,2026-01-25
E00606,Raul Martinez,53315286,raul.martinez@electrocasa.pe,1838.14,S24,Vendedor,alta,2026-04-08
E00516,Oscar Vargas,71419305,oscar.vargas@electrocasa.pe,3721.32,S14,Vendedor,ALTA,2026-01-15
E00782,Victor Medina,57674407,victor.medina@electrocasa.pe,3587.96,S12,Encargado de almacen,Alta,2026-01-02
E01155,Ana Castillo,47491039,ana.castillo@electrocasa.pe,3967.29,S24,Supervisor de tienda,cambio salario,2026-07-16
E01363,Raul Lopez,69199740,raul.lopez@electrocasa.pe,1539.16,S12,Asesor de ventas,baja,2026-08-06
E00395,Juan Chavez,22573501,juan.chavez@electrocasa.pe,1585.67,S27,Asesor de ventas,alta,2026-03-23
E00543,Juan Gonzalez,66151712,juan.gonzalez@electrocasa.pe,2309.72,S35,Asesor de ventas,ALTA,2026-06-16
E01683,Carlos Garcia,53022884,carlos.garcia@electrocasa.pe,2412.88,S39,Asesor de ventas,TRANSFERENCIA,2026-04-23
E00215,Oscar Aguilar,41319417,oscar.aguilar@electrocasa.pe,3628.85,S17,Asesor de ventas,transferencia,2026-03-26
E00754,Manuel Huaman,23519168,manuel.huaman@electrocasa.pe,1369.71,S37,Encargado de almacen,transferencia,2026-05-19
E00836,Cecilia Garcia,62982724,cecilia.garcia@electrocasa.pe,2312.03,S17,Supervisor de tienda,cambio salario,2026-04-13
E00210,Raul Diaz,16610135,raul.diaz@electrocasa.pe,1957.24,S25,Gerente de tienda,ALTA,2026-08-15
E01777,Miguel Gonzalez,32687515,miguel.gonzalez@electrocasa.pe,2454.14,S24,Encargado de almacen,cambio salario,2026-04-12
E00266,Milagros Rojas,27500622,milagros.rojas@electrocasa.pe,2202.88,S20,Vendedor,Cambio Salario,2026-05-09
E00265,Pedro Vargas,51792896,pedro.vargas@electrocasa.pe,2049.04,S20,Encargado de almacen,CAMBIO_SALARIO,2026-02-05
E01921,Maria Torres,70247233,maria.torres@electrocasa.pe,4348.22,S23,Gerente de tienda,ALTA,2026-03-01
E00866,Ricardo Romero,23482476,ricardo.romero@electrocasa.pe,2569.96,S14,Vendedor,alta,2026-02-23
E01116,Hugo Rojas,35451844,hugo.rojas@electrocasa.pe,4262.02,S40,Cajero,Alta,2026-03-01
E00035,Cecilia Lopez,34297691,cecilia.lopez@electrocasa.pe,4080.91,S31,Supervisor de tienda,TRANSFERENCIA,2026-04-12
E01504,Rosa Salazar,62757296,rosa.salazar@electrocasa.pe,3387.57,S16,Vendedor,BAJA,2026-01-07
E00776,Ricardo Flores,28128667,ricardo.flores@electrocasa.pe,3637.55,S34,Gerente de tienda,BAJA,2026-08-24
E01214,Jorge Rivera,35840331,jorge.rivera@electrocasa.pe,1385.76,S15,Cajero,alta,2026-05-28
E01640,Cecilia Aguilar,77721365,cecilia.aguilar@electrocasa.pe,6093.36,S33,Vendedor,cambio salario,2026-03-18
E01731,Maria Lopez,73013914,maria.lopez@electrocasa.pe,2810.82,S17,Encargado de almacen,Cambio Salario,2026-03-16
E01126,Carmen Sanchez,28521254,carmen.sanchez@electrocasa.pe,4194.87,S27,Vendedor,cambio_salario,2026-03-06
E00206,Lucia Salazar,20675170,lucia.salazar@electrocasa.pe,1361.31,S08,Supervisor de tienda,transferencia,2026-01-03
E00622,Fernando Fernandez,63670347,fernando.fernandez@electrocasa.pe,4056.41,S14,Gerente de tienda,Alta,2026-01-05
E00702,Lucia Medina,19361111,lucia.medina@electrocasa.pe,1454.96,S40,Gerente de tienda,transferencia,2026-07-22
E01472,Pedro Chavez,42006799,pedro.chavez@electrocasa.pe,1733.06,S18,Asesor de ventas,Transferencia,2026-08-09
E00039,Raul Rivera,20848092,raul.rivera@electrocasa.pe,1487.83,S29,Vendedor,Alta,2026-05-07
E00684,Elena Quispe,73944355,elena.quispe@electrocasa.pe,3395.51,S33,Vendedor,alta,2026-03-06
E00609,Miguel Quispe,62705864,miguel.quispe@electrocasa.pe,4295.53,S31,Gerente de tienda,cambio salario,2026-06-02
E00178,Jose Ramos,24758774,jose.ramos@electrocasa.pe,3763.85,S02,Encargado de almacen,alta,2026-07-06
E01375,Pilar Huaman,67480816,pilar.huaman@electrocasa.pe,2865.85,S29,Vendedor,alta,2026-05-11
E00004,Milagros Sanchez,45545493,milagros.sanchez@electrocasa.pe,1961.27,S31,Cajero,TRANSFERENCIA,2026-02-15
E01345,Diana Huaman,49698171,diana.huaman@electrocasa.pe,2244.83,S04,Supervisor de tienda,ALTA,2026-04-16
E01740,Raul Flores,26494500,raul.flores@electrocasa.pe,1626.09,S07,Supervisor de tienda,Baja,2026-04-10
E01690,Pilar Huaman,17274256,pilar.huaman@electrocasa.pe,4121.02,S01,Supervisor de tienda,alta,2026-03-05
E00721,Elena Medina,45098550,elena.medina@electrocasa.pe,4264.51,S07,Encargado de almacen,TRANSFERENCIA,2026-04-06
E01985,Gabriela Gonzalez,35655764,gabriela.gonzalez@electrocasa.pe,1902.59,S39,Encargado de almacen,ALTA,2026-02-07
E00120,Miguel Diaz,40841177,miguel.diaz@electrocasa.pe,2759.48,S14,Gerente de tienda,Cambio Salario,2026-06-14
E00851,Maria Cruz,34418551,maria.cruz@electrocasa.pe,1911.14,S07,Encargado de almacen,cambio salario,2026-08-24
E00388,Karina Torres,15661937,karina.torres@electrocasa.pe,3974.35,S29,Supervisor de tienda,cambio_salario,2026-05-27
E01158,Juan Lopez,31320889,juan.lopez@electrocasa.pe,2189.01,S11,Vendedor,cambio salario,2026-03-08
E00482,Sandra Fernandez,61663447,sandra.fernandez@electrocasa.pe,4412.74,S28,Vendedor,transferencia,2026-02-09
E01875,Alberto Martinez,47502293,alberto.martinez@electrocasa.pe,3119.48,S39,Cajero,CAMBIO_SALARIO,2026-04-15
E01119,Sandra Cruz,38252398,sandra.cruz@electrocasa.pe,2133.34,S07,Gerente de tienda,alta,2026-04-13
E01779,Fernando Rojas,11124683,fernando.rojas@electrocasa.pe,2574.9,S28,Supervisor de tienda,cambio_salario,2026-05-19
E00778,Juan Chavez,26888905,juan.chavez@electrocasa.pe,2047.05,S24,Cajero,cambio salario,2026-04-06
E00847,Rosa Sanchez,21245693,rosa.sanchez@electrocasa.pe,1592.17,S09,Cajero,Alta,2026-02-01
E01348,Cecilia Ortiz,57966139,cecilia.ortiz@electrocasa.pe,3297.12,S39,Vendedor,ALTA,2026-03-13
E00422,Manuel Martinez,43950055,manuel.martinez@electrocasa.pe,3193.63,S40,Cajero,Alta,2026-02-07
E00114,Raul Vargas,61405449,raul.vargas@electrocasa.pe,2579.14,S11,Vendedor,baja,2026-07-05
E00296,Ana Fernandez,38548185,ana.fernandez@electrocasa.pe,2812.98,S20,Cajero,cambio_salario,2026-02-28
E01350,Alberto Chavez,43568664,alberto.chavez@electrocasa.pe,2891.31,S26,Encargado de almacen,ALTA,2026-05-20
E01899,Oscar Rivera,78082410,oscar.rivera@electrocasa.pe,4532.02,S30,Supervisor de tienda,cambio_salario,2026-06-09
E01353,Diana Salazar,12246481,diana.salazar@electrocasa.pe,4207.45,S22,Asesor de ventas,TRANSFERENCIA,2026-02-21
E01137,Fernando Ramos,48280559,fernando.ramos@electrocasa.pe,3318.47,S26,Encargado de almacen,TRANSFERENCIA,2026-07-17
E00006,Rosa Ramos,20795266,rosa.ramos@electrocasa.pe,2700.09,S33,Vendedor,cambio salario,2026-06-02
E01793,Luis Garcia,15512172,luis.garcia@electrocasa.pe,1451.71,S21,Cajero,Cambio Salario,2026-07-14
E00642,Juan Flores,58477784,,4432.77,S20,Supervisor de tienda,ALTA,2026-06-18
E01643,Juan Fernandez,56112666,juan.fernandez@electrocasa.pe,3740.02,S14,Encargado de almacen,ALTA,2026-03-14
E00928,Vanessa Aguilar,66578187,vanessa.aguilar@electrocasa.pe,5306.67,S33,Cajero,Cambio Salario,2026-07-11
E00872,Patricia Castillo,34491982,patricia.castillo@electrocasa.pe,4419.64,S10,Asesor de ventas,Transferencia,2026-03-02
E01718,Maria Mendoza,,maria.mendoza@electrocasa.pe,1846.04,S26,Asesor de ventas,Alta,2026-01-27
E00610,Juan Rodriguez,68579612,juan.rodriguez@electrocasa.pe,3124.75,S37,Gerente de tienda,Baja,2026-08-07
E00197,Jose Mendoza,48801492,jose.mendoza@electrocasa.pe,1764.57,S27,Vendedor,CAMBIO_SALARIO,2026-04-16
E01604,Miguel Lopez,,miguel.lopez@electrocasa.pe,2994.75,S39,Cajero,Alta,2026-04-26
E00290,Diana Flores,12939201,diana.flores@electrocasa.pe,4233.61,S08,Asesor de ventas,alta,2026-05-14
E00869,Manuel Vargas,38311466,manuel.vargas@electrocasa.pe,1593.09,S38,Encargado de almacen,CAMBIO_SALARIO,2026-01-19
E00263,Carlos Sanchez,69949605,carlos.sanchez@electrocasa.pe,3260.66,S27,Cajero,Transferencia,2026-06-24
E00921,Milagros Fernandez,36552411,milagros.fernandez@electrocasa.pe,3181.1,S17,Cajero,alta,2026-05-22
E01875,Alberto Martinez,47502293,alberto.martinez@electrocasa.pe,3119.48,S34,Cajero,Transferencia,2026-01-18
E01912,Oscar Rivera,61309530,oscar.rivera@electrocasa.pe,1447.29,S22,Supervisor de tienda,Baja,2026-07-04
E01453,Alberto Rodriguez,61076081,alberto.rodriguez@electrocasa.pe,3005.5,S10,Supervisor de tienda,Alta,2026-05-14
E00149,Diana Sanchez,34699119,diana.sanchez@electrocasa.pe,2240.99,S23,Cajero,cambio_salario,2026-08-16
E00385,Ricardo Vargas,66894708,ricardo.vargas@electrocasa.pe,3228.8,S32,Asesor de ventas,BAJA,2026-05-06
E00514,Fernando Martinez,22885656,fernando.martinez@electrocasa.pe,3923.43,S35,Vendedor,transferencia,2026-07-23
E00623,Patricia Gonzalez,65410143,patricia.gonzalez@electrocasa.pe,4779.86,S37,Gerente de tienda,Cambio Salario,2026-04-06
E01640,Cecilia Aguilar,77721365,cecilia.aguilar@electrocasa.pe,4568.16,S33,Vendedor,cambio_salario,2026-02-10
E00319,Rosa Vargas,58903336,rosa.vargas@electrocasa.pe,1229.02,S11,Cajero,ALTA,2026-04-01
E00324,Hugo Fernandez,30914516,hugo.fernandez@electrocasa.pe,1279.39,S21,Encargado de almacen,Alta,2026-01-11
E01088,Carlos Rojas,41763591,carlos.rojas@electrocasa.pe,3594.58,S18,Asesor de ventas,TRANSFERENCIA,2026-08-07
E01375,Pilar Huaman,67480816,pilar.huaman@electrocasa.pe,2865.85,S17,Vendedor,Transferencia,2026-05-13
E01904,Oscar Salazar,24290804,oscar.salazar@electrocasa.pe,1900.16,S25,Supervisor de tienda,cambio salario,2026-07-24
E01903,Ricardo Salazar,28887010,ricardo.salazar@electrocasa.pe,1295.86,S25,Supervisor de tienda,alta,2026-02-04
E01206,Rosa Garcia,67594941,rosa.garcia@electrocasa.pe,2408.73,S28,Encargado de almacen,Transferencia,2026-08-14
E01673,Milagros Salazar,66218315,milagros.salazar@electrocasa.pe,1489.29,S23,Encargado de almacen,ALTA,2026-07-15
E01927,Alberto Chavez,18066503,alberto.chavez@electrocasa.pe,3057.93,S10,Supervisor de tienda,Transferencia,2026-08-15
E01001,Hugo Fernandez,18856019,hugo.fernandez@electrocasa.pe,1389.39,S15,Vendedor,CAMBIO_SALARIO,2026-01-12
E01735,Luis Diaz,71248228,luis.diaz@electrocasa.pe,3415.49,S25,Vendedor,transferencia,2026-04-26
E00830,Ricardo Flores,38392308,ricardo.flores@electrocasa.pe,4399.18,S13,Encargado de almacen,Transferencia,2026-03-24
E01114,Juan Fernandez,68573537,,2050.84,S07,Encargado de almacen,ALTA,2026-02-07
E00977,Jose Salazar,59434485,jose.salazar@electrocasa.pe,3972.99,S13,Supervisor de tienda,ALTA,2026-02-22
E00768,Ricardo Perez,34534250,ricardo.perez@electrocasa.pe,5186.38,S30,Supervisor de tienda,CAMBIO_SALARIO,2026-08-08
E01211,Jose Torres,62324061,jose.torres@electrocasa.pe,3996.57,S01,Vendedor,TRANSFERENCIA,2026-04-08
E00121,Cecilia Quispe,70045337,cecilia.quispe@electrocasa.pe,3861.66,S18,Asesor de ventas,Cambio Salario,2026-05-01
E00282,Jose Mendoza,28271947,jose.mendoza@electrocasa.pe,2861.78,S10,Cajero,baja,2026-07-27
E00113,Miguel Salazar,64322720,miguel.salazar@electrocasa.pe,1974.32,S38,Vendedor,TRANSFERENCIA,2026-01-13
E00052,Karina Ramos,22302400,karina.ramos@electrocasa.pe,3354.62,S27,Supervisor de tienda,cambio_salario,2026-07-02
E00849,Ricardo Gonzalez,16757062,ricardo.gonzalez@electrocasa.pe,3569.82,S05,Cajero,baja,2026-07-18
E00520,Jose Perez,64260031,jose.perez@electrocasa.pe,4976.73,S09,Supervisor de tienda,cambio_salario,2026-04-21
E00090,Maria Huaman,60372351,maria.huaman@electrocasa.pe,1432.23,S06,Cajero,cambio salario,2026-08-08
E01969,Ana Flores,38379350,ana.flores@electrocasa.pe,2863.52,S23,Vendedor,TRANSFERENCIA,2026-03-10
E01293,Luis Vargas,13383706,luis.vargas@electrocasa.pe,2553.44,S04,Supervisor de tienda,Alta,2026-03-08
E01092,Diana Romero,10188835,diana.romero@electrocasa.pe,1219.92,S40,Cajero,Transferencia,
E01376,Karina Rojas,44323489,karina.rojas@electrocasa.pe,4833.02,S06,Supervisor de tienda,CAMBIO_SALARIO,2026-04-05
E00314,Jose Gonzalez,14823496,jose.gonzalez@electrocasa.pe,4228.83,S04,Asesor de ventas,baja,2026-04-28
E00556,Luis Mendoza,16969278,luis.mendoza@electrocasa.pe,3960.11,S19,Supervisor de tienda,ALTA,2026-08-06
